PC1,PC2,PC3,cluster,democratic_connection_profile,Democracy satisfaction,Party trust,Political efficacy,Social trust,Income feeling,Left-right placement,Voting participation
-1.4386161736940175,0.2886258954324721,-0.37283608985767996,0,Disappointed Democratic Participants,5.0,3.0,2.25,2.3333333333333335,2.0,5.0,1
-1.0820874554307836,1.1875237598257642,-0.5950433840243561,0,Disappointed Democratic Participants,3.0,3.0,2.25,3.6666666666666665,1.0,5.0,1
-0.8978002606140347,0.41175519764015556,-0.46283364653677633,0,Disappointed Democratic Participants,7.0,1.0,3.25,2.3333333333333335,2.0,5.0,1
0.6060617514830445,0.6382519464511073,0.19433373207616383,1,Connected Democratic Core,6.0,5.0,2.25,6.333333333333333,1.0,5.0,1
1.17587922336083,0.22544864363749753,-0.8675498000315452,1,Connected Democratic Core,5.0,4.0,3.25,7.0,1.0,3.0,1
-3.279100768130611,-1.2135663763685782,0.5321278372870679,2,Disengaged Non-voters,1.0,0.0,2.0,4.666666666666667,2.0,5.0,0
-0.9584820904280711,0.9505810637565428,-0.33695143882496054,0,Disappointed Democratic Participants,6.0,3.0,1.5,3.6666666666666665,1.0,5.0,1
-0.10327849998865579,-0.1642487716665458,0.28947850778279116,0,Disappointed Democratic Participants,5.0,6.0,2.25,5.0,2.0,5.0,1
2.57302206694568,0.13625889058365526,0.15376000092091163,1,Connected Democratic Core,8.0,6.0,3.75,7.666666666666667,1.0,4.0,1
1.7382784154752249,0.7161466947935545,0.19245465235669013,1,Connected Democratic Core,8.0,5.0,4.0,5.0,1.0,5.0,1
-2.233251579873861,1.0714229698212039,0.34101701366978787,0,Disappointed Democratic Participants,1.0,1.0,2.0,5.666666666666667,2.0,7.0,1
2.0178410213605673,0.48473226897579746,0.4775495886626997,1,Connected Democratic Core,9.0,6.0,3.5,5.666666666666667,1.0,5.0,1
1.9405474074273223,-0.6178750080679504,-1.4578656002697294,1,Connected Democratic Core,7.0,5.0,3.0,7.333333333333333,1.0,1.0,1
-2.545979661540451,0.8426266979682777,-1.050328411649022,0,Disappointed Democratic Participants,0.0,0.0,2.75,3.3333333333333335,2.0,5.0,1
-1.6737791051496125,-1.6619024856429285,1.1517806867719902,2,Disengaged Non-voters,5.0,3.0,2.5,4.0,2.0,5.0,0
-3.4049675428725195,-0.19056965267526257,-0.6843460609390905,0,Disappointed Democratic Participants,0.0,0.0,1.5,4.666666666666667,3.0,5.0,1
-0.6255942405611739,-0.9801402409511683,-2.034808851464205,0,Disappointed Democratic Participants,4.0,3.0,2.25,4.666666666666667,2.0,1.0,1
-0.5625894223946529,0.41894638524281314,0.38538081009053093,0,Disappointed Democratic Participants,6.0,3.0,2.75,4.333333333333333,2.0,6.0,1
1.7046374294399524,0.9021359236006874,0.7770001109187247,1,Connected Democratic Core,8.0,6.0,3.75,5.0,1.0,6.0,1
-0.9359320140640122,-1.0418907241037736,1.286958639771193,2,Disengaged Non-voters,6.0,2.0,1.75,7.333333333333333,1.0,5.0,0
0.14509487946586733,1.1250015957244976,0.40842476715637965,0,Disappointed Democratic Participants,5.0,4.0,2.5,6.0,1.0,6.0,1
-1.309637674025357,1.1434237176681503,-0.5822026900574853,0,Disappointed Democratic Participants,5.0,2.0,1.75,3.3333333333333335,1.0,5.0,1
